date,@Timestamp,CorrelationId,message
2021-09-14T14:55:12.319Z,2021-09-14T14:55:12.3198016+00:00,7mm47ofcdyuuzl3nknhz2j2whe,"Processing message ""preauthorisation.request.approved"" ""883ee72e-40f4-491c-a376-0e0b9bd2398f"" ""completed"" in 12.2757 ms"
2021-09-14T14:55:11.997Z,2021-09-14T14:55:11.9973092+00:00,7mm47ofcdyuuzl3nknhz2j2whe,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7346 ms"
2021-09-14T14:54:34.296Z,2021-09-14T14:54:34.2960815+00:00,tzyaq2qofqquzfeut3h4s4g7ye,"Processing message ""normal.authorisation.request.approved"" ""0d9c857a-7442-4129-85f4-0127f03de517"" ""completed"" in 18.2378 ms"
2021-09-14T14:54:33.972Z,2021-09-14T14:54:33.9729648+00:00,tzyaq2qofqquzfeut3h4s4g7ye,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 5.5259 ms"
2021-09-14T14:53:36.339Z,2021-09-14T14:53:36.3392902+00:00,sxar4m3zgdiefnba6renhlr4ti,"Processing message ""normal.authorisation.request.approved"" ""100be26d-2c27-4595-a346-96639295cdf7"" ""completed"" in 16.1380 ms"
2021-09-14T14:53:35.965Z,2021-09-14T14:53:35.9653557+00:00,sxar4m3zgdiefnba6renhlr4ti,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.8370 ms"
2021-09-14T14:52:38.631Z,2021-09-14T14:52:38.6319035+00:00,f6r2hkxioxnuxi27rdynvkwzhu,"Processing message ""normal.authorisation.request.approved"" ""11ca8a54-2dcc-4511-9cb7-4367df726a82"" ""completed"" in 13.3234 ms"
2021-09-14T14:52:38.314Z,2021-09-14T14:52:38.3143316+00:00,f6r2hkxioxnuxi27rdynvkwzhu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6323 ms"
2021-09-14T14:51:40.741Z,2021-09-14T14:51:40.7410038+00:00,tkuo42pwiksunnteflapwksd3a,"Processing message ""normal.authorisation.request.approved"" ""8a58e64e-7512-467d-8eaa-5c4b30c7c31c"" ""completed"" in 15.1359 ms"
2021-09-14T14:51:40.313Z,2021-09-14T14:51:40.3131062+00:00,tkuo42pwiksunnteflapwksd3a,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7765 ms"
2021-09-14T14:35:20.424Z,2021-09-14T14:35:20.4245771+00:00,jzuspjfwqaeuxpzfbwqym7amdu,"Processing message ""normal.authorisation.request.approved"" ""4dd2ce04-5380-43bc-9e0f-d6f539ee11e3"" ""completed"" in 21.1282 ms"
2021-09-14T14:35:20.072Z,2021-09-14T14:35:20.0720034+00:00,jzuspjfwqaeuxpzfbwqym7amdu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.5006 ms"
2021-09-14T14:34:10.389Z,2021-09-14T14:34:10.3893185+00:00,padfagyhbi6udagrhkisfrqwuy,"Processing message ""normal.authorisation.request.approved"" ""268d1a4a-7d15-4f90-b148-fff53e50b019"" ""completed"" in 14.5728 ms"
2021-09-14T14:34:10.009Z,2021-09-14T14:34:10.0091119+00:00,padfagyhbi6udagrhkisfrqwuy,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 5.3970 ms"
2021-09-14T14:33:00.336Z,2021-09-14T14:33:00.3365895+00:00,jarvn2t2boaetoxe3qv2kncn3e,"Processing message ""normal.authorisation.request.approved"" ""1e826243-d8e5-4e22-8231-7805a7c4a532"" ""completed"" in 138.5279 ms"
2021-09-14T14:32:59.885Z,2021-09-14T14:32:59.8852465+00:00,jarvn2t2boaetoxe3qv2kncn3e,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2735 ms"
2021-09-14T14:32:11.523Z,2021-09-14T14:32:11.5233135+00:00,l4alqxmsvqnudjnku7e3djip74,"Processing message ""normal.authorisation.request.approved"" ""7fb3991e-4e02-4bb9-a646-0dcbdaa27442"" ""completed"" in 12.7529 ms"
2021-09-14T14:32:11.192Z,2021-09-14T14:32:11.1921829+00:00,l4alqxmsvqnudjnku7e3djip74,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.4520 ms"
2021-09-14T14:31:42.707Z,2021-09-14T14:31:42.7070758+00:00,s36pqu4tgquevlalszynulfoxa,"Processing message ""normal.authorisation.request.approved"" ""4ef7fcaa-cf65-47c6-abaf-6e0bc1c0b70e"" ""completed"" in 12.6068 ms"
2021-09-14T14:31:42.431Z,2021-09-14T14:31:42.4314224+00:00,s36pqu4tgquevlalszynulfoxa,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6660 ms"
2021-09-14T14:30:53.696Z,2021-09-14T14:30:53.6965561+00:00,x33byhpsphwezpo2abqqx62cti,"Processing message ""normal.authorisation.request.approved"" ""2a95e0cc-7763-4436-906b-d4b948cf0590"" ""completed"" in 29.1917 ms"
2021-09-14T14:30:53.375Z,2021-09-14T14:30:53.3751034+00:00,x33byhpsphwezpo2abqqx62cti,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 5.3651 ms"
2021-09-14T14:30:23.828Z,2021-09-14T14:30:23.8285449+00:00,5ydaefnvi3pepdss4yfav2svqa,"Processing message ""normal.authorisation.request.approved"" ""4b1307bd-75cf-4bcc-9706-f07fb7fe2d36"" ""completed"" in 19.0122 ms"
2021-09-14T14:30:23.415Z,2021-09-14T14:30:23.4155448+00:00,5ydaefnvi3pepdss4yfav2svqa,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.5940 ms"
2021-09-14T14:29:35.000Z,2021-09-14T14:29:35.0008672+00:00,2jj6phthshke7l7jbkxs5fxdgm,"Processing message ""normal.authorisation.request.approved"" ""e3c862dc-6164-49b7-9329-a94086250a15"" ""completed"" in 11.9427 ms"
2021-09-14T14:29:34.784Z,2021-09-14T14:29:34.7847467+00:00,2jj6phthshke7l7jbkxs5fxdgm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 5.0020 ms"
2021-09-14T14:29:07.026Z,2021-09-14T14:29:07.026015+00:00,hi2qmxqgqpzermfnlq3zj6b7ve,"Processing message ""normal.authorisation.request.approved"" ""ca893fcd-c4f6-4ce3-8a11-278bceeacd0f"" ""completed"" in 12.6993 ms"
2021-09-14T14:29:06.595Z,2021-09-14T14:29:06.5953511+00:00,hi2qmxqgqpzermfnlq3zj6b7ve,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.9103 ms"
2021-09-14T14:28:48.899Z,2021-09-14T14:28:48.8995585+00:00,u3wfliv7fmkunnupv7m6p4e5zm,"Processing message ""final.authorisation.request.approved"" ""ef64a2d4-68f4-403a-9ef1-c848f37fb7c2"" ""completed"" in 12.6911 ms"
2021-09-14T14:28:48.597Z,2021-09-14T14:28:48.5971121+00:00,u3wfliv7fmkunnupv7m6p4e5zm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1999 ms"
2021-09-14T14:28:45.184Z,2021-09-14T14:28:45.1843388+00:00,f77ls6bljtculomfjrog4ixwja,"Processing message ""normal.authorisation.request.approved"" ""a5eeb511-301b-4412-b15b-8ecc3f4c84fa"" ""completed"" in 16.9423 ms"
2021-09-14T14:28:44.816Z,2021-09-14T14:28:44.8160589+00:00,f77ls6bljtculomfjrog4ixwja,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2421 ms"
2021-09-14T14:27:46.934Z,2021-09-14T14:27:46.934751+00:00,c7mhsxiouzlunig3la527hblva,"Processing message ""normal.authorisation.request.approved"" ""eb817dcf-d647-4131-84a7-747f9683b4b9"" ""completed"" in 12.2975 ms"
2021-09-14T14:27:46.675Z,2021-09-14T14:27:46.675614+00:00,c7mhsxiouzlunig3la527hblva,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.0088 ms"
2021-09-14T14:27:43.058Z,2021-09-14T14:27:43.0581669+00:00,3bazorpbjfpe7cgslw46wc34ly,"Processing message ""normal.authorisation.request.approved"" ""e248d3f8-4d47-43f3-a766-ad866fb175b7"" ""completed"" in 13.3208 ms"
2021-09-14T14:27:42.860Z,2021-09-14T14:27:42.8600289+00:00,3bazorpbjfpe7cgslw46wc34ly,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.4165 ms"
2021-09-14T14:27:39.110Z,2021-09-14T14:27:39.1105425+00:00,snitchvfxdzurlmpbk5mgc7epi,"Processing message ""normal.authorisation.request.approved"" ""8d84da6a-7f72-4370-a482-3c882e602d70"" ""completed"" in 27.9279 ms"
2021-09-14T14:27:38.794Z,2021-09-14T14:27:38.7949741+00:00,snitchvfxdzurlmpbk5mgc7epi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.4573 ms"
2021-09-14T14:27:34.880Z,2021-09-14T14:27:34.8800073+00:00,xcs2l5kzewkefabfgdq2gi2fha,"Processing message ""normal.authorisation.request.approved"" ""717e5a40-ab5f-4d7f-9b6f-28158a1143e0"" ""completed"" in 14.1832 ms"
2021-09-14T14:27:34.599Z,2021-09-14T14:27:34.5996188+00:00,xcs2l5kzewkefabfgdq2gi2fha,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2258 ms"
2021-09-14T14:27:31.208Z,2021-09-14T14:27:31.2083147+00:00,rj4lane5jhre7ntvgyvh5qnnsy,"Processing message ""normal.authorisation.request.approved"" ""37312737-d5e6-4d9d-96fc-4464dbc88663"" ""completed"" in 14.4181 ms"
2021-09-14T14:27:30.976Z,2021-09-14T14:27:30.9765643+00:00,rj4lane5jhre7ntvgyvh5qnnsy,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2384 ms"
2021-09-14T14:27:27.689Z,2021-09-14T14:27:27.6891356+00:00,2yjfzbhqplvellsn6aboi24l6e,"Processing message ""normal.authorisation.request.approved"" ""e3305248-088a-4365-baf2-9a6fb22161fe"" ""completed"" in 0.8770 ms"
2021-09-14T14:27:22.099Z,2021-09-14T14:27:22.0990814+00:00,nyxbpktyariupb23tetbk6fm2u,"Processing message ""normal.authorisation.request.approved"" ""4e0bfed6-5434-4470-89f0-bf43dbcdca54"" ""completed"" in 0.5795 ms"
2021-09-14T14:27:15.918Z,2021-09-14T14:27:15.9184954+00:00,bjlk4s3qv2ruto3ktdfz5m463e,"Processing message ""normal.authorisation.request.approved"" ""8b7ea14c-4960-489b-9537-9ec77b720d48"" ""completed"" in 0.7083 ms"
2021-09-14T14:27:07.923Z,2021-09-14T14:27:07.9239968+00:00,sadceuar5o5uzanohojo6nzkya,"Processing message ""normal.authorisation.request.approved"" ""6f329ba7-a19b-4524-8d81-3c62d08df6f0"" ""completed"" in 0.6872 ms"
2021-09-14T14:27:00.866Z,2021-09-14T14:27:00.8660812+00:00,nk6whn5jfrnezpk6dbd7n5wmvu,"Processing message ""normal.authorisation.request.approved"" ""27c80ad2-6222-4362-a4f3-064ad2e48abc"" ""completed"" in 0.9746 ms"
2021-09-14T14:26:56.392Z,2021-09-14T14:26:56.3920281+00:00,ybus6v7xi5puriw3bajifigzru,"Processing message ""preauthorisation.request.approved"" ""08206770-81a3-4c71-a616-3c76ac62cea7"" ""completed"" in 15.0443 ms"
2021-09-14T14:26:56.159Z,2021-09-14T14:26:56.1599559+00:00,ybus6v7xi5puriw3bajifigzru,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2067 ms"
2021-09-14T14:26:53.972Z,2021-09-14T14:26:53.9726707+00:00,75vihovp7nkuvikg4ry4dnllji,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 7.8577 ms"
2021-09-14T14:26:50.213Z,2021-09-14T14:26:50.2130151+00:00,zcjcd2li5hvujae5y7eiy26x2q,"Processing message ""preauthorisation.request.approved"" ""7904b31c-cace-4aff-b4d2-eaebbf26a5b4"" ""completed"" in 14.6634 ms"
2021-09-14T14:26:49.965Z,2021-09-14T14:26:49.9653219+00:00,zcjcd2li5hvujae5y7eiy26x2q,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.8026 ms"
2021-09-14T14:26:47.996Z,2021-09-14T14:26:47.9961995+00:00,5q22o7viefjufmtkt3ejkbu4xu,"Processing message ""preauthorisation.request.approved"" ""26291500-4b85-4c63-987d-8c1287c04fdc"" ""completed"" in 13.2841 ms"
2021-09-14T14:26:47.779Z,2021-09-14T14:26:47.7799315+00:00,5q22o7viefjufmtkt3ejkbu4xu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3608 ms"
2021-09-14T14:26:42.998Z,2021-09-14T14:26:42.9980748+00:00,27qdnf5dxlbuvflo4goknbux7m,"Processing message ""preauthorisation.request.approved"" ""d3422f3e-4f9b-40b7-9dd6-6e25beabcf72"" ""completed"" in 12.8148 ms"
2021-09-14T14:26:42.777Z,2021-09-14T14:26:42.7779917+00:00,27qdnf5dxlbuvflo4goknbux7m,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3644 ms"
2021-09-14T14:26:37.120Z,2021-09-14T14:26:37.1202472+00:00,pozn447whcvu7dh6gclq3s2yym,"Processing message ""preauthorisation.request.approved"" ""1455c6f9-dd98-4008-84e8-0c479c9fbdf1"" ""completed"" in 12.8169 ms"
2021-09-14T14:26:36.796Z,2021-09-14T14:26:36.7967446+00:00,pozn447whcvu7dh6gclq3s2yym,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1895 ms"
2021-09-14T14:26:31.357Z,2021-09-14T14:26:31.3570548+00:00,5kvdyzdmv7nejgpa7hklojvy7m,"Processing message ""preauthorisation.request.approved"" ""f9a6958f-d6a6-45fd-9210-b0c717658de4"" ""completed"" in 12.9692 ms"
2021-09-14T14:26:30.991Z,2021-09-14T14:26:30.991442+00:00,5kvdyzdmv7nejgpa7hklojvy7m,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3906 ms"
2021-09-14T14:26:22.203Z,2021-09-14T14:26:22.2035778+00:00,3qanavkylo3ubo6wdcutuykf2y,"Processing message ""preauthorisation.request.approved"" ""ddf1b410-6cad-4d5c-93af-1096f629473e"" ""completed"" in 13.6775 ms"
2021-09-14T14:26:21.815Z,2021-09-14T14:26:21.815872+00:00,3qanavkylo3ubo6wdcutuykf2y,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3992 ms"
2021-09-14T14:26:12.994Z,2021-09-14T14:26:12.9944239+00:00,wm7gfk5eigmujnnzcix3qunl44,"Processing message ""preauthorisation.request.approved"" ""816c61a3-e356-468a-bbc9-2f78e5f402fc"" ""completed"" in 11.5912 ms"
2021-09-14T14:26:12.683Z,2021-09-14T14:26:12.6832145+00:00,wm7gfk5eigmujnnzcix3qunl44,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3695 ms"
2021-09-14T14:26:06.700Z,2021-09-14T14:26:06.7008746+00:00,p6yjbvhx2m4uxnwfpjqrrcwyqi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7047 ms"
2021-09-14T14:26:04.073Z,2021-09-14T14:26:04.0730093+00:00,u4zw6xskkqzejjtquiiy5yg55u,"Processing message ""preauthorisation.request.approved"" ""2b65d0ae-0512-4bba-9a4f-f2bfaab1f040"" ""completed"" in 13.9783 ms"
2021-09-14T14:26:03.797Z,2021-09-14T14:26:03.7971256+00:00,u4zw6xskkqzejjtquiiy5yg55u,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7037 ms"
2021-09-14T14:25:57.694Z,2021-09-14T14:25:57.6943306+00:00,puput5gslo7unjd7efpqmzrwka,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 6.3198 ms"
2021-09-14T14:25:55.088Z,2021-09-14T14:25:55.088102+00:00,g3ciplt5hyvehmceg732w2dpae,"Processing message ""preauthorisation.request.approved"" ""17054b0b-af53-4d24-9dd6-e6152d6ce2bc"" ""completed"" in 13.3837 ms"
2021-09-14T14:25:54.782Z,2021-09-14T14:25:54.782317+00:00,g3ciplt5hyvehmceg732w2dpae,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3807 ms"
2021-09-14T14:25:44.992Z,2021-09-14T14:25:44.9920834+00:00,2cwkvjheuh7efbpu7j7widxyhy,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7793 ms"
2021-09-14T14:25:42.537Z,2021-09-14T14:25:42.5379218+00:00,7oi7vc2qcmrehp2feop7zkzvqm,"Processing message ""preauthorisation.request.approved"" ""b2d41847-ae7b-4000-8848-40c25820f21a"" ""completed"" in 13.2073 ms"
2021-09-14T14:25:42.152Z,2021-09-14T14:25:42.1528791+00:00,7oi7vc2qcmrehp2feop7zkzvqm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.5820 ms"
2021-09-14T14:25:32.392Z,2021-09-14T14:25:32.3921074+00:00,mndcpliwe6tu3axrg6lnv6mccu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2379 ms"
2021-09-14T14:25:30.126Z,2021-09-14T14:25:30.1265065+00:00,dlwbzdvlpdvu5k3cuox3g2thpi,"Processing message ""preauthorisation.request.approved"" ""ff2aed02-475f-46bf-8d49-593ca2c3d8a3"" ""completed"" in 33.1602 ms"
2021-09-14T14:25:29.809Z,2021-09-14T14:25:29.8091068+00:00,dlwbzdvlpdvu5k3cuox3g2thpi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6307 ms"
2021-09-14T14:25:22.793Z,2021-09-14T14:25:22.7936202+00:00,bjc254b63eauvd6aqzazqs6dmu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 3.9947 ms"
2021-09-14T14:25:20.058Z,2021-09-14T14:25:20.0580906+00:00,hbisxenip6qe3ob3u2mmcigqki,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6974 ms"
2021-09-14T14:25:17.159Z,2021-09-14T14:25:17.159769+00:00,j6irqshiku5u7b5pow2nboiarm,"Processing message ""preauthorisation.request.approved"" ""f98c91a1-b4ad-4b71-83b4-65fe499dc397"" ""completed"" in 12.4160 ms"
2021-09-14T14:25:16.784Z,2021-09-14T14:25:16.7843327+00:00,j6irqshiku5u7b5pow2nboiarm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3659 ms"
2021-09-14T14:25:10.576Z,2021-09-14T14:25:10.576546+00:00,idac6roppivurcome5f7lftbwm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2926 ms"
2021-09-14T14:25:07.494Z,2021-09-14T14:25:07.4946213+00:00,kxdpm2zkom7evbvptw37vw2reu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3786 ms"
2021-09-14T14:25:05.010Z,2021-09-14T14:25:05.0108039+00:00,evgi56otzv2elhz4sotdnjtxmm,"Processing message ""preauthorisation.request.approved"" ""c4ad6b67-4d60-4f42-a17b-1f38b92b523b"" ""completed"" in 17.8795 ms"
2021-09-14T14:25:04.692Z,2021-09-14T14:25:04.6925009+00:00,evgi56otzv2elhz4sotdnjtxmm,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6812 ms"
2021-09-14T14:24:55.104Z,2021-09-14T14:24:55.1041662+00:00,phir52exs5iefjg4nux6yhqdsu,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1332 ms"
2021-09-14T14:24:52.105Z,2021-09-14T14:24:52.1053008+00:00,fl6iyf2vwfiefoisqjfglqpzxe,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1589 ms"
2021-09-14T14:24:49.687Z,2021-09-14T14:24:49.6878835+00:00,fhyjquh4am3e7iop4hhyn3jdpi,"Processing message ""preauthorisation.request.approved"" ""ea7864d2-1fb3-4ed1-83f6-551cdb00e52f"" ""completed"" in 19.0013 ms"
2021-09-14T14:24:49.282Z,2021-09-14T14:24:49.2827768+00:00,fhyjquh4am3e7iop4hhyn3jdpi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.5072 ms"
2021-09-14T14:24:40.299Z,2021-09-14T14:24:40.2993133+00:00,7k2g6ttxqjyerptoqeot4pv5a4,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7168 ms"
2021-09-14T14:24:37.488Z,2021-09-14T14:24:37.4883307+00:00,q4vuc3fpcqretl675ghmca6tmi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3060 ms"
2021-09-14T14:24:35.079Z,2021-09-14T14:24:35.0796452+00:00,dxbk7eprcjaepi7lldlilul5dy,"Processing message ""preauthorisation.request.approved"" ""36cee4ea-af68-47b3-b5b9-3ff85db6b72d"" ""completed"" in 18.9753 ms"
2021-09-14T14:24:34.632Z,2021-09-14T14:24:34.6325673+00:00,dxbk7eprcjaepi7lldlilul5dy,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1197 ms"
2021-09-14T14:24:26.770Z,2021-09-14T14:24:26.7701594+00:00,reenycojiq6uxc2fuoa3sj4jqa,"Processing message ""preauthorisation.request.approved"" ""28d8a4ee-7557-4d1d-a0e5-562352756b27"" ""completed"" in 12.5546 ms"
2021-09-14T14:24:26.564Z,2021-09-14T14:24:26.5646248+00:00,reenycojiq6uxc2fuoa3sj4jqa,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 3.9729 ms"
2021-09-14T14:24:20.724Z,2021-09-14T14:24:20.7244271+00:00,xotoysa5wkoetpgd7zqevm2igi,"Processing message ""preauthorisation.request.approved"" ""cec6997c-74ee-4851-8216-d6e621f41eb3"" ""completed"" in 12.5194 ms"
2021-09-14T14:24:20.399Z,2021-09-14T14:24:20.3991188+00:00,xotoysa5wkoetpgd7zqevm2igi,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.7425 ms"
2021-09-14T14:24:16.068Z,2021-09-14T14:24:16.0682918+00:00,tb4mvdqtbbhehds233iufhouqe,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.1688 ms"
2021-09-14T14:24:13.784Z,2021-09-14T14:24:13.7848741+00:00,vk2fythtaysepjlfylnvdddsui,"Processing message ""preauthorisation.request.approved"" ""63d4aa6d-f69b-4408-814f-614798f0d960"" ""completed"" in 13.8154 ms"
2021-09-14T14:24:13.572Z,2021-09-14T14:24:13.5725661+00:00,vk2fythtaysepjlfylnvdddsui,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.2170 ms"
2021-09-14T14:24:07.235Z,2021-09-14T14:24:07.2351365+00:00,d5ugmz2khrtuvlmkwmj77zyewq,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 21.1775 ms"
2021-09-14T14:24:05.122Z,2021-09-14T14:24:05.1221022+00:00,klaewykjl5zufp27xe723c3que,"Processing message ""preauthorisation.request.approved"" ""643d0785-6f4d-4607-8290-6f60c64adbc9"" ""completed"" in 16.1103 ms"
2021-09-14T14:24:04.800Z,2021-09-14T14:24:04.8008057+00:00,klaewykjl5zufp27xe723c3que,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.3967 ms"
2021-09-14T14:24:00.406Z,2021-09-14T14:24:00.4067058+00:00,xdkfufsolvoetklttrnp6kwhuq,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 14.0030 ms"
2021-09-14T14:23:58.189Z,2021-09-14T14:23:58.1891241+00:00,4aoi2xrknb6uvhk4zjsimavn6u,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.5075 ms"
2021-09-14T14:23:56.025Z,2021-09-14T14:23:56.0252025+00:00,kuzxiyb6svnupcoylnc7arqsr4,"Processing message ""preauthorisation.request.approved"" ""945a31fc-659f-47b6-a7e8-17189fdbde41"" ""completed"" in 32.4775 ms"
2021-09-14T14:23:55.774Z,2021-09-14T14:23:55.7742455+00:00,kuzxiyb6svnupcoylnc7arqsr4,"HTTP ""POST"" ""/cap/assessments"" responded 200 in 4.6150 ms"
2021-09-14T14:23:46.593Z,2021-09-14T14:23:46.5934245+00:00,7wenqwhcksauzd5vw5vsbqtose,"Processing message ""normal.authorisation.request.approved"" ""7fd06f8d-8b59-4a3d-bab3-fbe698e03b1d"" ""completed"" in 13.5786 ms"
